gender,campaignchannel,campaigntype,adspend,clickthroughrate,pagespervisit,timeonsite,emailopens,emailclicks,previouspurchases,loyaltypoints,conversion
Male,SEO,Conversion,4625.382448143537,0.1828477947734683,6.856571094148365,13.466415905121224,14,6,4,128,1
Male,PPC,Awareness,8267.5002872541,0.1041532209310072,1.5328871721100723,3.689574524901796,13,3,2,1601,1
Male,Email,Retention,6725.575637399894,0.1354920004792442,4.614346889965288,12.007662878141003,9,4,9,4703,0
Female,Social Media,Conversion,256.72310288562977,0.2933531346176721,6.652476618549917,13.516644090506787,2,2,3,3270,1
Female,Referral,Awareness,4499.970198352259,0.0829347497463092,4.134720266608229,11.575243188719249,5,5,7,4834,1
Male,Email,Conversion,5812.299264126426,0.1838025011886774,1.9788685071109169,14.868519769262772,5,2,4,2838,1
Female,Referral,Conversion,7198.677203121002,0.1318409341418207,1.0567926807882018,9.633171494515777,8,9,5,1220,1
Female,Referral,Consideration,2985.336025976336,0.0872439695207656,7.29659154199494,4.735508007561212,2,3,1,4367,0
Female,Referral,Consideration,4730.591221579876,0.0196604982384731,3.369181157386819,2.4649638422440883,2,3,9,3554,1
Female,Referral,Awareness,2091.8499284240534,0.2319785420502056,7.255079507729759,8.011172376208993,8,0,5,1360,1
Female,PPC,Conversion,9309.929813191648,0.2523942858939472,2.2886457492555445,7.072213977451316,14,6,2,1064,1
Female,PPC,Retention,6433.464406885124,0.0340415695959774,5.095521051421333,13.093846188682146,4,9,1,2105,1
Female,PPC,Awareness,1953.7785808864232,0.1108935153113009,6.901987294857662,7.38097681587238,4,6,0,1317,1
Male,SEO,Consideration,5657.41478060105,0.0638531873937593,4.742324922298941,2.344349739414403,5,5,1,4874,1
Female,Referral,Retention,7006.559367023041,0.119100831090119,3.515369776395885,3.051253066600617,17,3,9,2835,1
Female,PPC,Conversion,6318.625377181941,0.0689551336300818,2.4216699463597298,13.1120859220064,5,0,2,2700,1
Female,Referral,Awareness,1520.9398232113642,0.1323576264066865,5.560485118943577,8.409490607926585,17,5,6,1386,0
Female,SEO,Conversion,7868.991796615231,0.2302255802060747,3.794650797482368,14.547066725124802,15,8,8,1210,1
Male,Social Media,Retention,5623.440403538175,0.023704588096541,8.998052435819357,12.79312489356947,6,0,4,3655,1
Female,PPC,Awareness,287.8638870632,0.1875087058478129,4.139630336601977,7.045846590810528,8,4,2,1662,1
Male,Referral,Awareness,9361.081101327409,0.2397431017072532,5.608278962956489,1.499534811447914,19,9,0,2468,1
Female,Email,Retention,4926.521470085033,0.208063398027017,8.894905200563278,1.9661403682528893,2,4,8,4756,1
Female,Referral,Consideration,8741.505201950498,0.1721019382682083,3.5608536325564515,11.48201632155731,12,7,3,4122,1
Female,Referral,Consideration,6237.740850483036,0.1554486514436485,8.053825492477822,7.884205341439983,11,9,8,3347,1
Male,Referral,Conversion,5199.459632769293,0.1817521564629117,1.05549705196962,13.82896659320347,19,4,9,2968,1
Male,PPC,Conversion,274.8159527222893,0.2933234230198241,9.6712986587701,8.387510406267339,1,3,9,3642,1
Female,PPC,Retention,7380.261167865405,0.2098149208310362,7.550424435192985,5.046017237358879,12,4,2,1890,1
Male,SEO,Retention,5598.962447460555,0.0953506768065097,9.81873280965179,3.718808028678976,10,0,8,4922,1
Female,SEO,Consideration,9646.931572600695,0.1122573332235857,6.294425463228817,14.029960594843068,19,9,3,3867,1
Female,Email,Retention,1906.7238129443524,0.2655654946177874,9.518117105205125,13.651260919522995,16,3,6,3872,1
Female,Social Media,Consideration,2233.997142465841,0.1508022577750017,6.651776107683777,2.248862156191679,15,5,1,3835,0
Female,Referral,Conversion,1833.5966160091905,0.2461600673293769,1.2364794388048033,13.92059776271305,4,5,8,2448,1
Female,Social Media,Conversion,554.5598490690959,0.1617144493055011,6.692750672781884,0.720354658824472,10,7,0,3018,1
Male,Email,Awareness,5517.596015045483,0.0869175566832051,9.507479381704062,4.177637701664836,11,7,2,1900,1
Female,SEO,Retention,5782.067179245361,0.256346317444185,3.802492210413405,6.503485410382768,16,4,0,2918,1
Male,Referral,Awareness,3905.0683100070783,0.2182875520434525,5.85363944335722,9.719377804371424,7,9,8,1313,1
Female,Email,Conversion,8423.217916341855,0.1645622197630639,2.76130199483279,12.11757876631112,17,9,0,3445,1
Female,PPC,Awareness,5100.480711319629,0.1752049187089036,2.80045380262709,6.741594197987941,10,2,8,3517,1
Female,Email,Awareness,1598.0329719788506,0.0142483110927208,5.77390761809902,4.733165461871173,3,4,5,4324,1
Male,Social Media,Awareness,2903.6404574947514,0.0903295012040758,1.6386505521728436,2.173515821744753,13,3,7,4441,1
Female,PPC,Conversion,5863.4546405621895,0.1880539753220482,6.281627549334826,7.2658226892202045,11,2,2,3217,1
Male,SEO,Consideration,4488.536187167073,0.0923272190157034,5.455598160651963,1.9857995049130293,10,4,4,2828,1
Male,Email,Consideration,881.2291092971153,0.1690045586921185,8.138285191447812,2.348878867417068,11,9,9,1731,1
Female,SEO,Retention,8499.909645881025,0.2593308648314871,3.940296751923192,4.3438496933282345,13,7,8,707,1
Female,Email,Consideration,3053.097516464689,0.0439114220926919,3.140798184058201,4.215094109790234,14,9,1,4230,1
Female,Email,Consideration,9032.4376116925,0.0991120542143637,2.3777701939055547,1.7795313819769925,3,6,0,3421,0
Female,Email,Consideration,8427.268008784302,0.0703551269537295,9.132821898928205,5.871977075921057,13,4,8,4046,0
Female,PPC,Conversion,126.34492583086607,0.1237648497490989,3.292044085155304,7.958780277074587,18,8,0,588,1
Female,Social Media,Awareness,6506.712525368081,0.2863788213543384,7.112638176702886,6.529849394317334,7,3,0,3374,1
Male,Email,Conversion,526.6952911374786,0.0516856478376446,1.5730690621893832,7.659507154872322,1,8,0,620,1
Male,Email,Conversion,9077.4249893147,0.0218931243007843,1.3414179978611658,1.27044098147645,16,9,7,3563,1
Male,Social Media,Conversion,9374.771403216517,0.2343571029122104,2.103652240813079,2.223352683280204,12,6,6,69,1
Male,SEO,Retention,1946.9016952018933,0.2933896811381475,4.0976451103701805,14.232220297718229,12,0,4,2759,1
Female,Email,Retention,9528.71222323312,0.2747778037250989,1.739418229227959,4.3607198877956375,12,9,7,1436,1
Female,PPC,Conversion,3042.8596143465093,0.2978780561042613,2.330102106363525,4.577684189998155,4,5,7,558,1
Female,PPC,Consideration,5486.87937110143,0.1077076746863523,8.466289692793309,2.5708560731910266,12,0,8,1859,1
Female,PPC,Conversion,2435.3397503179385,0.0553409112276613,1.4397041959799215,5.526751457257186,14,3,6,2223,1
Female,SEO,Retention,8168.307793574852,0.0892914459504686,9.364358179016852,1.0018188384577524,9,8,2,2377,1
Male,SEO,Conversion,6792.11810137354,0.1193413606271184,7.975960880510711,12.359491304947117,0,1,5,3833,1
Female,Referral,Awareness,4880.91490833883,0.0964323817309815,5.299372201225082,12.533151797697286,7,1,8,3337,1
Female,SEO,Awareness,5935.09577070521,0.0626752780646125,9.698048748185066,8.261554150435341,14,7,5,443,1
Male,PPC,Retention,3922.096258167832,0.062619924122026,8.993558172931868,12.0292721938399,2,1,2,1929,1
Female,Social Media,Consideration,1907.8529845038408,0.1240786460781787,9.21681350405978,11.670686228008597,2,4,6,3182,1
Male,PPC,Conversion,1494.7774342884793,0.2073363760314377,1.2059592643321886,7.51400354902551,10,6,4,3400,1
Female,SEO,Consideration,2117.366310970375,0.0829379113851068,7.206273559714141,5.421628623207488,19,4,3,4202,1
Male,SEO,Consideration,9039.498525657851,0.161995936122559,5.157432594027289,11.666555845164396,6,7,3,3816,1
Female,Email,Consideration,4245.386699494735,0.2222639153565491,8.770584347409251,12.514697363331356,4,5,4,1600,1
Female,SEO,Consideration,536.0785280092427,0.0946948565309235,1.7120926204968203,1.893802023378251,14,2,3,1237,0
Female,Referral,Consideration,7581.191301813778,0.0882047354754624,5.306384268291262,14.625196702867628,9,5,1,2145,1
Male,PPC,Conversion,8524.143396502428,0.177724454006185,6.055886870689432,2.3470214051726246,10,9,1,1299,1
Female,Referral,Awareness,7562.668134396176,0.0967445909694377,6.623199191711191,11.503815133034514,0,1,2,4281,1
Male,Social Media,Conversion,6439.387313750328,0.066507317531703,5.324864196705044,10.096110148634258,4,3,9,1834,1
Male,Email,Consideration,4370.070560034375,0.2926166731530135,3.663594144116202,1.4703441567692117,8,9,2,191,1
Male,Email,Conversion,7621.28860713286,0.169847184517628,5.2964785302190815,3.3369038848193444,6,5,5,1187,1
Male,SEO,Consideration,4702.2166689323485,0.2707364414811137,5.177311953538919,8.393405426970574,16,1,4,1268,1
Female,Email,Awareness,3019.339449343873,0.068789590108271,8.87283764077014,6.477015287021219,1,7,0,3308,1
Female,Social Media,Consideration,3821.084165967449,0.0704709125938317,6.990037275078239,5.517790496547974,12,6,8,4364,1
Female,PPC,Retention,3397.068914141927,0.2284528471392752,5.525328984627851,3.803739519284105,15,6,2,1909,1
Female,Email,Conversion,9577.412930338567,0.0875414332064308,7.892034869069556,11.082941904965928,1,4,8,2102,1
Female,Social Media,Consideration,3949.075233459062,0.1698191757427767,1.9248121842135035,1.2741634765512475,8,2,4,3064,1
Male,PPC,Retention,7420.117130110684,0.0191897663669827,8.600511117847006,10.481814564737936,5,2,0,1665,1
Female,Referral,Consideration,6645.237954491662,0.1207323138197711,7.962747094633628,10.309807280141806,7,9,6,4051,1
Male,SEO,Consideration,8020.484276601397,0.1271882822984294,8.748191074632262,3.659270300527019,19,5,7,4219,1
Female,Referral,Conversion,9653.974207459243,0.1933435007916613,9.084258099706728,12.06902426586773,9,8,0,2860,1
Male,Referral,Consideration,4188.369268369936,0.1107903523320725,6.604004678034108,6.665530007085934,8,8,2,4450,1
Female,Referral,Consideration,2510.305309566368,0.1430882537924785,1.2350642605682474,11.360517060584982,14,6,3,4815,1
Male,Email,Retention,8199.978532245232,0.2988968145887004,2.6407283981900926,7.644000418898842,9,5,8,1693,1
Female,Social Media,Awareness,6101.060243217446,0.2195737594290011,6.492128515030287,12.034075455169113,14,1,9,4726,1
Female,SEO,Awareness,9631.509008083149,0.2851520727309273,8.423323499698565,11.250469737327816,12,9,3,1148,1
Male,SEO,Awareness,7011.8140643561865,0.0223945752611087,3.4761602175233604,0.9571802427363548,11,5,1,4769,1
Male,Social Media,Retention,8563.617814947811,0.2237200257671133,9.071359037126216,3.801139324698752,13,0,1,4956,1
Female,PPC,Conversion,2879.809109364025,0.1107665756457324,5.129906599588087,13.363849352079944,6,5,5,229,1
Female,Referral,Awareness,521.2724686114248,0.1737714101471405,2.364642952894206,5.319980277981534,3,5,9,4237,1
Male,Referral,Awareness,487.114109888209,0.2564086023415964,1.0625529698858682,12.202955031872062,3,8,7,4662,0
Female,Referral,Conversion,8375.022030740223,0.2041206042816195,3.8190818038677614,9.638149261608742,5,4,6,3766,1
Male,Email,Consideration,9373.34548862056,0.2141718863572096,6.437584871325377,0.8049795003104017,17,9,1,1587,1
Female,Referral,Awareness,1970.759189842826,0.1463681858254382,6.391819424124917,10.597382818187423,1,0,2,4769,1
Female,PPC,Conversion,9612.656124610594,0.1585225375038183,7.491726583655289,4.858765441124604,11,8,9,1747,1
Male,Social Media,Retention,6853.567408056771,0.2844747384740562,1.4538591904667932,8.432657970186087,1,1,8,412,1
Female,PPC,Awareness,5500.476001229568,0.2792391244711001,1.7947723864397087,1.8931096645927608,15,5,0,4780,1
Male,PPC,Retention,4527.669155469163,0.0345363739506257,9.16841384818013,7.756061834633206,1,4,5,2795,1
Male,SEO,Conversion,2025.042097562653,0.1577409216367349,2.234018599688228,4.58285946029239,13,0,9,3331,1
Female,Referral,Consideration,7611.534820396941,0.1592061364819671,8.967309884163848,6.080447263707766,11,9,5,2328,1
Male,Referral,Retention,4443.747986382446,0.186448140916852,2.39751126591299,12.724887283434663,7,1,3,2680,1
Female,Email,Consideration,1076.8810809449988,0.2686951244624598,4.2987031663850015,11.842544948627127,19,4,3,3234,1
Female,PPC,Awareness,500.36774745789126,0.2658106502621227,3.4695421145496,9.35740878653271,1,1,6,1844,1
Female,Social Media,Awareness,5066.914451733338,0.0445466678015972,7.97041990985725,13.9518893121657,2,5,6,1252,0
Male,PPC,Retention,9121.685240513609,0.1504146000606377,9.777188191022592,0.5678507437803806,4,4,6,1677,1
Female,SEO,Awareness,1377.2248967590558,0.2610292136980497,6.2979424593290005,6.572226909336252,2,4,4,1049,1
Female,PPC,Conversion,1103.7999924093515,0.1166974917313098,3.663656891551879,0.6313764503181714,7,5,7,2514,1
Female,Social Media,Retention,8753.583968565725,0.1466693667469251,5.336137649799948,2.9509417146246344,19,6,1,2183,0
Female,SEO,Consideration,4113.838457908284,0.0378506754456015,2.42650239560088,13.238529151887162,11,3,2,2408,1
Female,Referral,Consideration,4017.178638591443,0.0514332452138695,7.09981732516688,2.907830888658953,6,2,9,973,0
Male,PPC,Awareness,3789.824166551664,0.0956578441151084,2.184987768878006,3.081952918579389,8,4,7,3391,0
Female,SEO,Consideration,9077.408751883351,0.2991350521281495,8.041194079919546,12.21047055163095,1,0,8,3474,1
Female,Email,Conversion,5522.071662026899,0.1203873579021508,5.657133260383939,8.469925309237627,17,5,4,4722,1
Female,PPC,Retention,8121.370682702751,0.0198879435159819,8.031319323880385,13.093158437984313,5,2,7,4131,1
Female,Social Media,Retention,7466.1666466529505,0.0838547743086645,1.9711155605711936,4.773279568996191,13,0,0,4939,0
Male,Social Media,Awareness,3906.814498562671,0.2924933261441744,4.029541826120312,1.4136348766144364,19,8,4,1577,1
Female,Social Media,Retention,3428.6393115396745,0.2759704594060524,6.784531038858705,11.166558429805049,10,1,9,4749,1
Female,Social Media,Consideration,9206.139277281369,0.1055935200518727,9.432802946897189,2.3211025409948105,3,7,0,3179,1
Female,SEO,Awareness,3299.1349499102644,0.1932793054335377,7.009973331993821,1.164863457181064,6,3,8,1739,1
Male,Referral,Consideration,6284.025684280746,0.2168856655620959,7.994711797637417,9.665515332829514,4,8,9,2638,0
Male,Referral,Consideration,2868.114260570746,0.0764869745996041,3.5771559778695514,0.745457036485591,14,8,5,4999,1
Male,Referral,Consideration,3830.4671265968977,0.1133346251078712,6.266895592496133,0.890640085783938,8,5,3,4368,1
Male,Referral,Retention,9893.444594949817,0.0477641110365771,5.364241724439768,10.885621431717231,7,2,5,3077,0
Female,PPC,Consideration,8796.037895901198,0.0386643225838918,4.985599797066548,7.067381811661857,8,2,9,4245,1
Female,Social Media,Consideration,9620.691352700334,0.0789559210327193,2.888835424081531,4.303297535164289,8,9,7,2572,1
Female,PPC,Conversion,6986.851918364343,0.2837472178590092,2.910768157981233,12.871656784570195,6,8,5,3238,1
Male,Email,Conversion,9917.638446056657,0.0310760253367799,6.262129996796369,10.328198792684692,9,1,8,1190,1
Male,Social Media,Consideration,8095.045973904105,0.194934118668581,1.2803319698432245,0.6627095244997087,0,7,1,4815,1
Female,PPC,Conversion,8541.96144056409,0.2267294724486238,1.1925221809836528,6.725540612597184,12,2,8,3360,1
Female,Referral,Awareness,1644.0437902611266,0.1133246472865352,7.599036774728977,2.043711650079312,14,9,4,3055,1
Female,Social Media,Consideration,4272.815021702438,0.2791710968899407,2.0317258353502283,11.764886230700856,18,8,9,1220,1
Female,Email,Awareness,8482.440111091939,0.0364283529115969,1.3035253466503771,6.855998938303446,7,1,3,1964,1
Female,Referral,Conversion,6928.582039235563,0.1474674920710236,2.998168039322336,9.180635766915543,11,0,9,2596,1
Female,SEO,Retention,8132.723613521159,0.2870915578355055,6.510789636970601,12.70557202975318,0,9,3,3476,1
Female,PPC,Consideration,3283.146034889008,0.0220020377273858,4.6532718740641394,7.45559457066106,7,6,2,1914,1
Female,Email,Retention,3392.790977397214,0.1505948703824818,4.4080824550420274,2.966957885843528,17,3,2,1446,1
Female,PPC,Consideration,7215.219031335414,0.2326377665811986,4.771959703769264,5.428993054231597,0,2,9,1088,1
Female,PPC,Awareness,5293.99629586463,0.0257343459896571,2.1667999605426567,7.022380493730251,8,6,2,2625,1
Male,PPC,Awareness,2001.801687933954,0.0136767293461712,8.424191627369263,9.48670552415222,2,3,6,662,1
Male,SEO,Conversion,7034.251450636545,0.0317548379604148,5.501487356243056,10.373357458295825,10,6,6,4077,1
Female,Social Media,Consideration,517.2340131959011,0.0857648227869314,9.955259582817169,3.834860993070643,9,2,6,818,0
Female,Referral,Retention,6811.975600125193,0.1041209541296732,6.562587527542085,9.07965595892274,3,5,2,1321,1
Male,Email,Retention,9961.130508695089,0.2676550120722741,3.590416379762575,6.806716936729549,0,6,0,3943,1
Male,PPC,Awareness,2154.39478997728,0.201606750003979,8.036793275408705,6.3417760112003,18,2,4,1968,1
Female,SEO,Consideration,5365.210006742942,0.2611739744635077,4.621572690585488,4.961697458385812,18,0,4,1401,1
Male,Social Media,Awareness,1760.4344634158394,0.1802967951963888,2.805483727742561,1.670623322271942,8,6,0,2646,0
Female,Email,Awareness,2988.021306386004,0.1821384872951449,3.3338813869590136,7.82680706398584,5,0,7,4245,1
Female,SEO,Retention,7150.111596278623,0.1588091036155959,2.019849330884207,11.118888505773178,16,4,8,2229,1
Female,SEO,Consideration,9752.153304347248,0.0219338596816038,2.0542621161175973,10.909461823989842,8,4,2,3294,1
Male,PPC,Conversion,1083.2785413394895,0.0985757996385263,2.92009612207716,4.081896236327262,1,6,4,1583,1
Female,Email,Awareness,3279.630327398037,0.2073477744677971,6.174578468179193,8.749142462371154,13,8,3,3711,1
Female,PPC,Retention,985.118223872156,0.262530128362354,9.047973923230584,5.2418674055521794,18,0,7,784,1
Male,Email,Retention,7914.15702344147,0.1936969674722183,7.686411146185794,12.00630253799688,19,9,4,2081,1
Female,Email,Conversion,5061.710187727125,0.2730045550166907,7.074443240098646,6.893759498070201,7,6,7,428,1
Female,PPC,Awareness,100.66822670108688,0.088074616465528,2.269575547785274,1.6542981224672466,7,2,6,3605,0
Female,Email,Retention,4433.221552924127,0.1615712036689487,6.460039366548612,1.6299562805853678,0,5,9,3819,1
Male,Social Media,Consideration,5218.007627526099,0.178012632461541,1.2216143120043856,5.905251758503544,3,9,2,542,1
Male,SEO,Conversion,6202.757410429775,0.2440818101387095,5.664220054753612,3.697861583748309,9,2,3,1014,1
Female,SEO,Retention,6533.238413481463,0.0808242869077554,1.7422254397537338,8.354382426282285,18,9,5,1051,1
Female,Social Media,Consideration,7742.53676601889,0.0236680629903038,1.2781542323843116,9.730544437551522,3,1,6,2746,1
Male,Email,Conversion,8750.086374244253,0.0278276998415912,7.396232627322055,12.400642607356772,7,6,9,1286,1
Male,Email,Consideration,1832.5725600463568,0.0600757106999916,5.948015760371826,8.923581246984744,2,4,2,2559,1
Female,PPC,Conversion,292.6130418640112,0.1867002837730901,7.639363616628055,9.17780968086037,7,9,9,3064,1
Female,Referral,Retention,3569.814210590958,0.1026059340769483,4.755216437728766,5.992224618459769,10,5,9,1407,1
Female,Social Media,Awareness,9057.001815926433,0.069059466965835,5.271368357345039,12.613158154748197,14,1,4,3870,1
Female,SEO,Retention,2321.8261239674985,0.1627513938921763,2.850717771387836,12.23092394389596,15,7,1,3632,1
Female,Referral,Conversion,4595.290633401874,0.0403108387711811,1.8680234499264017,0.8938886714305092,18,7,2,4873,1
Female,Email,Conversion,5626.799713794391,0.045719301182313,8.180771515669907,0.6691257460404074,6,3,7,4415,1
Male,Social Media,Retention,3171.5015938798583,0.2271893142654649,2.051323286832755,1.4710888609631905,0,8,5,4032,1
Male,SEO,Consideration,8323.594536752067,0.0826521745784023,9.035539508912963,12.24637088451285,8,5,0,4419,1
Male,SEO,Awareness,1028.9061215541392,0.1116990822442463,2.3715517349864887,4.23169443241881,15,0,0,4547,0
Female,Email,Awareness,7386.521712195279,0.2763385163081658,3.3093149339475825,8.991894116440085,10,8,5,1485,0
Male,Social Media,Awareness,6696.776573544401,0.1211874965066731,7.822281704898967,1.3108863146741505,15,7,5,732,1
Female,PPC,Conversion,626.415538097227,0.0159801121928022,6.751019617510596,10.048334170425932,17,4,8,4273,1
Female,PPC,Conversion,1004.5561774094164,0.2511896226237128,2.960485400928677,2.247790274987849,16,6,7,1041,1
Male,Referral,Conversion,7687.218925817317,0.2798190167625628,9.337420495798243,14.915919303838118,0,7,8,3699,1
Male,PPC,Conversion,1173.40427374553,0.0792971964841903,7.95625067631233,13.341638370090372,11,8,5,1911,1
Male,SEO,Conversion,7069.39076219297,0.1690560251912168,5.426892139174728,13.236368265422715,4,6,6,3078,1
Female,PPC,Conversion,6927.072533409326,0.263316329425815,9.753513574646767,12.199846764974463,2,5,4,1223,1
Female,Email,Awareness,3734.642027206761,0.2581629772121971,2.0249141228172025,0.7308625863937246,12,0,4,985,1
Female,Referral,Awareness,9475.62979070467,0.2165734742602255,3.191367119762448,14.138274012535106,7,3,0,299,1
Female,SEO,Conversion,8352.062858540225,0.2390382532685838,2.4942404547123385,3.549425220294161,0,2,9,4956,1
Female,Referral,Conversion,5234.929809043952,0.1304916853018239,8.136031617788433,11.921627678696876,17,8,1,1131,1
Male,SEO,Conversion,4404.551724401723,0.0835746116967978,9.936376797228103,8.535650658136683,8,0,7,2658,1
Female,PPC,Retention,3424.928884367442,0.221214733924711,8.977645885704302,2.6662402447778906,7,3,0,3653,1
Male,PPC,Retention,7136.278269011775,0.0979972657257787,5.861071402307852,8.788000500439349,9,8,1,706,1
Male,Referral,Awareness,4201.392924276846,0.08666278254445,3.944052745099756,12.392116674580558,6,9,9,4669,1
Female,PPC,Awareness,4707.203775611724,0.2161858121408882,9.881963513252796,6.710066012288197,19,2,2,1609,1
Female,Social Media,Consideration,1003.3554663001232,0.2643516286815794,5.996811539734303,7.055975074215384,6,7,1,4827,1
Female,Referral,Consideration,9240.440714532322,0.0811081583191679,1.505700534228608,5.578411408960855,4,6,2,3441,1
Male,Referral,Consideration,5849.412885439108,0.041662251876403,9.048246303563436,8.215968117396326,2,4,6,2863,1
Male,SEO,Awareness,3191.974235765432,0.1126379860543616,6.774753374568564,1.713744388609281,17,0,9,778,1
Male,PPC,Awareness,1190.155763060373,0.1144258500241562,1.2747291384141517,9.663806577707746,12,8,3,1892,1
Female,Referral,Conversion,995.26075770001,0.1670976330234744,2.1877913493827923,10.556601273137275,10,1,4,2159,1
Male,SEO,Conversion,6861.208958048359,0.1757649556184589,3.51856977922667,7.116901300788621,10,2,9,1239,1
Male,Referral,Awareness,6081.77681291923,0.0356397474925317,2.8179411808849872,4.529062010791187,2,1,6,4018,0
Female,PPC,Conversion,9189.908178116337,0.1857036912948814,8.970060030093434,8.685365122168903,5,8,9,1198,1
Female,Email,Conversion,6302.634840937524,0.1394705264222953,7.422536373147136,3.292609511549909,15,0,7,3165,1
Female,Email,Awareness,1997.547907923088,0.2054014527609828,3.554348244473851,10.636358963015743,6,1,9,4027,1
Female,Email,Conversion,3109.2990825115726,0.2757670615539331,7.151193732076544,4.301351289529199,7,7,6,2994,1
Female,Email,Consideration,4838.93451658173,0.0290154915026521,4.232643122844612,7.715719581224532,3,6,2,4135,1
Female,PPC,Conversion,6963.540038317157,0.0763393660016221,5.446236982094523,12.922291083139624,12,4,3,4027,1
Female,PPC,Awareness,7503.459690731167,0.2036592203207158,6.913152959942163,7.332736089190615,4,1,7,4043,1
Female,Referral,Retention,3803.129595773113,0.1282320872392881,4.488670511253269,5.208873437260273,13,6,1,3377,1
Female,Social Media,Awareness,2802.8100691213776,0.2763738310178775,7.033982682616531,14.94013809386563,13,9,4,3248,1
Female,Social Media,Awareness,5125.729341180188,0.2121057981373998,2.428156680425748,12.290597383996907,13,7,4,3188,1
Female,SEO,Awareness,3742.430739886969,0.272917768380234,7.923728049019699,3.1445108998075826,12,1,6,1842,1
Female,PPC,Consideration,3397.140955174169,0.0392833794403613,2.586503164586432,10.680251619679128,0,4,2,1141,0
Female,Email,Consideration,6232.635196511306,0.0282521654172948,7.667508282818453,1.1709056618184366,13,1,6,4368,1
Female,PPC,Consideration,2255.613324875673,0.1906010130507897,1.1611493862613256,10.602054440244768,7,3,7,2935,1
Male,Social Media,Retention,1671.4947218430273,0.1750900362828951,6.531549171439796,4.572876732526859,2,9,2,4293,1
Male,Referral,Conversion,9992.481744221956,0.1213508992073535,2.846473017960334,12.000780793448373,15,1,5,4870,1
Female,Social Media,Retention,853.913644438262,0.0213426215377098,7.901025548049789,12.44988312081391,19,9,2,3256,1
Male,PPC,Consideration,9941.954454458404,0.1641455908819561,8.501747424926519,9.928337337425,7,8,1,1225,1
Female,Referral,Conversion,4345.397296098171,0.2978250266107884,4.28243131418184,12.973543363987988,3,4,5,3513,1
Male,SEO,Consideration,2725.616376333131,0.2403278268377504,9.789118743596733,12.673884298910805,7,0,2,1183,1
Female,SEO,Awareness,1425.8650486091717,0.199638485441652,9.656703980222655,10.914639110955584,7,4,1,2617,1
Male,SEO,Conversion,1171.719514868055,0.2572752175726775,6.400190451884308,8.847840189388478,0,4,6,489,1
Female,Email,Awareness,4198.833724043132,0.1046345588479217,6.553133782030155,0.9252132001638632,18,7,7,2224,1
Female,Referral,Retention,2559.7995865581547,0.0512394338055203,8.944923749853595,14.22597393363267,18,4,2,4322,1
Female,SEO,Consideration,7162.739830738099,0.0993957244817805,8.21986340986388,5.504623631318018,1,6,6,769,1
Female,PPC,Consideration,225.30202509743884,0.0509054178873531,8.293731200002536,10.020503131857463,0,7,9,4579,1
Male,PPC,Retention,8204.62990860554,0.0944025298675278,4.221355097233202,5.750910209004278,13,1,2,4655,1
Male,PPC,Awareness,4971.810845825404,0.0247942580471918,8.80522058882335,14.407970146684116,13,5,3,102,1
Female,SEO,Consideration,240.87077263218043,0.1536395261871349,8.516531997056056,11.010174796622389,2,8,3,1301,1
